BookAbbrev	Chapter:Verse	Annotation
Acts	12:5	5. Praier was made.) The Church praied incessantly for her cheefe Pastour, and was heard of God: and al Christian people are warned thereby to pray for their Bishopes and Pastours in prison.
Acts	12:6	6. Two chaines.) S. Peters chaines. These chaines are famous for miracles, and were brought from Hierusalem to Rome by Eudoxia the Empresse, wife to Theodosius the yonger, where they were matched & placed with another chaine that the same Apostle was tied with by Nero, & a Church founded therevpon, named Petri ad vincula; where they are religiously kept and reuerenced vntil this day: & there is a Feast in the whole Church for the same, the first of August, which we cal, Lammas Day.
Acts	12:15	15. His Angel.) Patronage of Angels. If proper Angels (saith St. Chrysostom) be deputed by our Lord to such as haue only charge of their owne life, (as one of the iust said, *The Angel which hath deliuered me from my youth vpward) much more are supernal Spirits at hand to help them vnto whom the charge and burden of the world is committed. Chrys. in laud. Pauli. ho. 7. to. 4.
Acts	12:17	17. Tel Iames.] Publike praier for S. Peter the Head. He willeth them to shew this to S. Iames, Bishop of Hierusalem and to the Christians, that they might see the effect of their praiers for him, & giue God thankes. For S. Iames no doubt published common praier for S. Peter.
Acts	13:2	2. As they were ministring.) The Apostles liturgie or Masse. If we should, as our Aduersaries doe, boldly turne what text we list, & fly from one language to another for the aduantage of our cause, we might haue translated for ministring, sacrificing. For so *the Greeke doth signifie, and so Erasmus translated. Yea we might haue translated, Saying Masse, for so they did: and the Greeke Fathers hereof had their name, Liturgie, which Erasmus translateth Masse, saying, Missa Chrysostomi. But we keepe our text, as the translatours of the Scriptures should doe most religiously. *λειτουργουντων αυτῶν
Acts	13:3	3. Fasting.) Imber daies. Hereof the Church of God vseth and prescribeth publike fastes at the foure solemne times of giuing holy Orders (which are our Imber daies) as a necessarie preparatiue to so great a worke as S. *Leo declareth by this place, naming it also an Apostolical tradition. See S. Leo Ser. 9. de ieiunio 7. mensis, & Calixtus ep. 1. to. 1. Conc. conc. Magunt. c. 34. 35. to. 3. Præscript times of fasts. And this fasting was not fasting from sinne, nor moral or Christian temperance, as the Protestants ridiculously affirme, for such fasting they were bound euer to keepe: but it was abstinence for a time from al meates or from some certaine kindes of meates, which was ioyned with praier and sacrifice, and done specially at such seasons as the Church prescribed, of al together (as in Lent, the Imber daies, Friday, Saturday) and not when euery man list, as Aërius and such Heretikes did hold. S. August. hær. 53. *Leo ep. 81 c. 1 Epiph. in compend. Leo ser. 3. & 4. de ieiu. 7. mensis.
Acts	13:4	4. Sent of the Holy Ghost.) Spiritual officers of our soules. Whosoeuer be sent by the Church, are sent of the Holy Ghost, though in such an extraordinarie sort it be not done. Whereby we see how farre the Officers of our soules in the Church doe passe the temporal Magistrates, who though they be of Gods ordinance, yet not of the Holy Ghosts special calling.
Acts	14:12	12. They would Sacrifice.) Latria. This loe is the diuine worship, consisting in external Sacrifice, and in acknowledging the parties worshipped to be Gods: which *may be done to no man nor creature. And therfore the Apostles refuse it with al possible diligence, and al the Angels and Saints in Heauen refuse that adoration by Sacrifice. The Catholike Church suffereth no Priest nor other so to worship any Saint in Heauen or earth. She hath but one external Sacrifice, which is in the holy Masse, of Christs body and bloud: that she offereth to God alone; & **neither to Peter nor to Paul (saith S. Augustine) though the Priest that sacrificeth, standeth ouer their bodies, & offereth in their memories. Dulia. But other kindes of honours and dueties, interiour without al comparison (how great soeuer they be) to this, we doe, as the Scriptures & Nature teach vs, to al Superiours in Heauen and earth, according to the degrees of grace, honour, and blessednes that God hath called them vnto, from our B. Ladie, Christs owne mother, to the least seruant he hath in the world. For which the Heretikes would neuer accuse Christian people of Idolatrie, if they had either grace, learning, faith, or natural affection. *Aug. li. 10. de Ciu. Dei c. 1. **Aug. li. 8. de Ciu. Dei c. 27.
Acts	14:22	22. Had ordained.) Heretical translation against holy orders. The Heretikes, to make the world beleeue that al Priests ought to be chosen by the voices of the people, and that they need no other Ordering or Consecration by Bishops, pressing the profane vse of the *Greeke word more then the very natural signification requireth & Ecclesiastical vse beareth, translate thus, Ordained by election. Whereas indeed this word in Scripture signifeth, Ordering by imposition of hands, as is plaine by other wordes equiualent, Act. 6,13. 1. Tim. 4,5. 2. Tim. 1. Where the Ordering of Deacons, Priests, & others is called **Imposition of hands, not of the people, but of the Apostles. And this to be the Ecclesiastical vse of the word, appeareth by S. Hierome saying (as is before alleaged) that χειροτονία is the Ordering of Clerkes or Clergie men by praier of voice and imposition of hand. *χειροτονήσαντες. **έπίθεσως τῶν χειρῶν. ***Hiero. in 38. Esa.
Acts	15:0	Secondly we note, that the holy Councels lawfully kept for determination or cleering of doubts, or condemning of errours & Heresies, or appeasing of Schismes & troubles, or reformation of life, and such like important matters, haue euer the assistance of Gods Spirit, & therfore can not erre in their Sentences & determinations concerning the same, because the Holy Ghost can not erre, from whom (as you see here) ioyntly with the Councel the resolution proceedeth. Councels, to the worlds end, and that by Christs promise. Thirdly we learne, that in the Holy Councels specially (though otherwise & in other Tribunals of the Church it be also verified) Christes promise is fulfilled, **that the Holy Ghost should suggest them and teach them al truth, & that not in the Apostles time only, but to the worldes end. For so long shal Councels, the Church, & her Pastours haue this priuilege of Gods assistance, as there be either doubts to resolue, or Heretikes to condemne, or truths to be opened, or euil men to be reformed, or Schismes to be appeased. S. Gregories reuerence of General Councels. For which cause S. Gregorie li. 1. ep. 24. sub fin. reuerenceth the foure general Councels (Nicen. Constantinop. Ephes. Chalced.) as the foure books of the holy Ghospel, alluding to the number: and of the fifth also he saith that he doth reuerence it alike: and so would he haue done moe, if they had been before his time, who saith of them thus: Whiles they are concluded and made by vniuersal consent, himself doth he destroy, and not them, whosoeuer presumeth either to loose whom they bind, or to bind whom they loose. The Protestants fond distinction between the 4. first & the later Councels. S. Gregorie therfore reuerencing al fiue alike, it may be marueled whence the Heretikes haue their fond difference betwixt those foure first and other later: attributing much to them, and nothing to the rest. Whereas indeed the later can erre no more then the first foure, being holden & approued as they were, and hauing the Holy Ghost as they had. But in those first also when a man findeth any thing against their Heresies (as there be diuers things) then they say plainly that they also may erre, and that the Holy Ghost is not tied to mens voices, nor to the number of sentences. Which is directly to reproue this first Councel also of the Apostles, and Christes promise of the Holy Ghosts assistance to teach al truth. Beza's blasphemie against the first general Councels. Yea that you may know and abhorre these Heretikes throughly, heare ye what a principal Sect-Maister with his blasphemous mouth or penne vttereth, saying, that ***in the very best times such was partly the ambition of Bishops, partly their foolishnes and ignorance, that the very blind may easily perceiue, Satan verily to haue been president of their assemblies. Good Lord deliuer the people and the world from such blasphemous tongues and bookes, and giue men grace to attend to the holy Scriptures and Doctours, that they may see how much, not only S. Augustine and other Fathers attribute to al general Councels specially, to which they referre themselues in al doubts among themselues and in al their controuersies with Heretikes: but to which euen S. Paul himself (so specially taught by God) and others also yealded themselues. What the Fathers attribute to Councels, & namely S. Augustine. Notorious is the saying of S. Augustine concerning S. Cyprian, who being a Blessed Catholike Bishop and Martyr, yet erred about the rebaptizing of such as were Christned by Heretikes. If he had liued (saith S. Augustine li. 2. de bapt. c. 4.) to haue seen the determination of a plenarie Councel, which he saw not in his life time, he would for his great humilitie and charitie straight way haue yealded, and preferred the general Councel before his owne iudgement and his fellow Bishops in a Prouincial Councel only. Prouincial Councels. Whereby also we learne, that Prouincial Councels may erre, though many times they doe not, and being conformable to the general Councels, or confirmed and allowed by them or the See Apostolike, their solutions be infallible as the others are. Notwithstanding the Holy Ghosts assistance, yet humane meanes must be vsed to search the truth. If any here aske, what need so much disputing, study, and trauail in Councels to find out and determine the truth, if the Holy Ghost infallibly guide them? We answer that such is the ordinarie prouidence of God in this case, to assist them when they doe their endeauour, and vse al humane meanes of industrie, and not els. And so (though somwhat otherwise) God assisted the Euangelistes & other Writers of the holy Scriptures, that they could not erre in penning the same; but yet they did and ought to vse al possible humane diligence to know and learne out of the histories and truth of matters, as is plaine in the beginning of S. Lukes Ghospel: els the Holy Ghost would not haue assisted them. Euen so in this Councel of the Apostles, though they had the Holy Ghost Assistant, yet the text saith, cum magna conquisitio fieret, when there was great disputation, search and examination of the case, then Peter spake &c. Though the See Apostolike it self haue the same assistance, yet Councels also necessarie for many causes. If againe it be demanded, what need is there to expect the Councels determination, if the Popes or See Apostolikes iudgement be infallible and haue the assistance of God also, as the Catholikes affirme? We answer, that for the Catholike and peaceable obedient children of the Church it is a comfort to haue such various meanes of determination, trial, and declaration of the truth; and that it is necessarie for the recouery of Heretikes, and for the contentation of the weake, who not alwaies giue ouer to one mans determination, yet wil either yeald to the iudgement of al the learned men & Bishops of al Nations, or els remaine desperate and condemned before God and man for euer. And as I said before, this assistance of the Holy Ghost promised to Peters See, presupposeth humane meanes of searching out the truth, which the Pope alwaies hath vsed, & wil, & must vse in matters of great importance, by calling Councels; euen as here you see SS. Peter & Paul themselues and al the Apostles, though endowed with the Holy Ghost, yet thought it notwithstanding necessarie for further trial & cleering of truth and maintenance of vnitie, to keepe a Councel. Heretical or Schismatical assemblies. Lastly it is to be noted, that as Christ and the Holy Ghost be present by his promise, to al such assemblies as gather in the obedience & vnitie of the Church, with ful mind to obey whatsoeuer shal be determined, whereby the assembled though of diuers iudgements before, doe most peaceable yeald to truth, and agree in one vniforme determination of the same: so al such as gather out of the Church, without humilitie or intention to yeald one to another, or to any Superiour, man or Councel, or what els soeuer, but chalenge to themselues learning, spirit, & we can not tel what; such, how many meetings soeuer they make, being destitute of the Holy Ghost the Authour of truth and concord, are further off & further out, then euer before: as God hath shewed by the successe of al Heretical Colloquies, Synodes, and Assemblies in Germanie, France, Poole, and other places in our daies. Read a notable place in Saint Cyprian, that the promise of Christ, that he would be in the middes of two or three gathered in his name, pertaineth not to them that assemble out of the Church. *Gen. 48,15. 16. Iud. 7,18. 20. Exod. 14,31. 1. Tim. 5,21. **Iohn 16,13. ***Beza in præf. Test. No. an. 1565. Luke 1,2. de vnit. Ec. nu. 7.
Acts	15:1	1. Appointed.) The way to end dissension in religion, is to commit it to a Councel. We learne by this example, what is to be done when any controuersie ariseth in religion between the teachers or other Christian people. We see it is not enough to contend by allegations of Scriptures or other proofes seeming to make for either part: for so of contentious part-taking there should be no end, but the more writing, wrestling, striuing there were, euery one for his owne fansie, cloking it with the title of Gods word and Scripture, the more Schismes, Sectes, and diuisions would fal: as we see specially in the restles Heresies of our time. Whose fautors admitting no iudges, stand to no trial of mortal men, to no tribunal of Pope, Councels, Bishops, Synodes, but ech man to his owne phantastical spirit, his owne sense of Scriptures, and his owne wilful obdurate rebellion against Gods Church and his Superiours in the same. But here we see S. Paul and Barnabas, men that were Apostles and ful of the Spirit of God, & the other parties, though neuer so much partial to the ceremonies of their Law by their former long vse and education therein, yet not to stand stifly to their owne opinion on either side, but to condescend to referre the whole controuersie and the determination thereof to the Apostles, Priests or Ancients of Hierusalem, that is to say, to commit the matter to be tried by the Heads and Bishops, and their determination in Councel. This is Gods holy and wise prouidence among other iudgements in his Church, to keepe the Christian people in truth & vnitie, and to condemne sectes and false teachers and troublers of the Church. By which iudgements and order, whosoeuer wil not or dare not be tried in al their doctrine and doings, they shew themselues to mistrust their ownw cause, and to flye from the light, & ordinance of God. without which order of appeasing al differences in faith and constructions of the Scriptures, the Church had beene more defectual and insufficient, then any Commonwealth or Societie of men in the world: none of which euer wanteth good meanes to decide al discordes and dissension arising among the subiects & citizens of the same.
Acts	15:6	6. Apostles and Ancients.) Of what persons a Councel consisteth. The Heresies of our Protestants which would haue al men to giue voice, or to be present in Councels, and of others that would haue none but the holy or elect to be admitted, are refuted by this example, where we see none but Apostles & Priests or Ancients assembled to dispute of the matter though many deuout people were in the citie the same time. Neither did euer any other in the Ancient Councels of the Church assemble to debate and define the matter, but such, though many other for other causes be euer present. Secular men or women, be their guifts neuer so great, can not be iudges in causes of faith and religion. *If any thing, saith God, be hard and doubtful, thou shalt come to the Priests of the Leuitical stocke, and thou shalt follow their sentence. Againe, **The lippes of the Priest shal keepe knowledge, and the Law thou shalt require of his mouth. Againe, ***Aske the Law of the Priest. Much more must we referre al to our Bishops and Pastours, whom God hath placed in the regiment of the Church with much larger priuiledge, then euer he did the old Priests ouer the Synagogue: To whom it is said, aHe that despiseth you, despiseth me. A general Councel representeth the whole Church. And it is to be noted that the Bishops so gathered in Councel, represent the whole Church, haue the authoritie of the whole Church, & the Spirit of God to protect them from errour, as the whole Church: SS. Paul and Barnabas come hither for the definition of the whole Church. bThe sentence of a plenarie or general Councel (saith S. Augustine) is the consent of the whole Church. And so it must needes be in the Church, because the Magistrates, Senate, Councel or deputies of al common wealthes, represent the whole body: and to haue it otherwise (as the Churches Rebels wish) were to bring al to hel and horrour, and themselues to be perpetually, by the seditious and popular persons, vpholden against Law, reason, and religion, in their wickednes. *Deut. 17. **Mal. 2,7. ***Agge. 2,12. aLuke 10,16. bli. 1. c. 18. de bapt.
Acts	15:7	7. Peter rising vp.) Peter Head of the Councel, & his Successours after him. S. Peter as the Head of the Church speaketh first, as his Successours haue euer had, not only in their personal presence, but in their absence by their Legates and Substitutes, the cheefe voice in al Councels general, none euer receiued into authoritie & credite in the Church without their Confirmation. And therefore the Councels of the Arians and of other Heretikes, were they neuer so great, wanting the Popes assent, assistance, or confirmation, did shamfully erre, as Ariminense for the Arians, and Ephesinum secundum for the Nestorians, & such like condemned Assemblies.
Acts	15:13	13. Iames.) S. Iames and the rest follow S. Peters sentence. S. Iames because he was an Apostle and also Bishop of Hierusalem, gaue his sentence next, for the speach interposed of SS. Paul & Barnabas, was but for their better information in the decision of the matter, & for confirmation of S. Peters sentenc; though they being Apostles, & Bishops, had voices in the Councel also; as many moe had, though their sentences be not here reported. And where S. Iames in his speach saith, I iudge, it is not meant that he gaue the principal definitiue sentence: for he (as al the rest) followed and allowed the sentence of S. Peter, as it is plaine in the text, the whole assembly for reuerence of his person & approbation of his sentence, holding their peace. *Al the multitude (saith S. Hierom) held their peace, and into his sentence Iames the Apostle & al the Priests did passe together. The principal question. For though S. Iames did particularise certaine points incident to the question debated, as of eating strangled meates &c. yet the proper controuersie for which the Councel assembled, was, Whether the Gentils conuerted were bound to obserue the Law of Moyses: & it was concluded that they were not bound, nor ought not to be charged with Moyses Law or the Sacraments & ceremonies of the same. Incident questions. This is the substance and principal purpose of this Councels decree, which doth bind for euer; and *Peter (saith S. Hierom in the same place) was Prince or Authour of this decree the matter of fornication & Idolothytes being but incident to the question, or resolution; & the forbidding of eating strangled & bloud, but a temporal prohibition, which by the consent of the Church or otherwise afterward was abrogated; the Church of God hauing the true sense of difference of times, places, & persons, when and how farre such things are to be obserued, and when not. How later Councels alter the former. And in such things as these, and in other like which according to circumstances require alteration, it is, that S. Augustine saith, li. 2. de Bapt. c. 3. to 7. The former general or plenarie Councels may be amended by the later. *Hiero. to. 2. ep. 89. ad August. c. 2.
Acts	15:20	20. Fornication.) The Churches authoritie in making Decrees. Fornication and contamination with Idols, are of themselues mortal sinnes, and therfore can neuer be lawful: yet because the Gentils by custome were prone to both, and of fornication made very smal account, it pleased the Holy Ghost to forbid both specially. Concerning the other points of absteining from bloud & stifled meates, they were things of their owne nature indifferent, in which for a time the Iewes were to be borne withal, and the Gentils to be a litle exercised to obedience. By which we may see the great authoritie of Gods Church and Councels, which may command for euer, or for a time, such things as be fit for the state of times and Nations, without any expresse Scriptures at al, and so by commandement make things necessarie that were before indifferent.
Acts	15:24	24. Going forth from vs.) Going out, a marke of heretikes. A proper description or note of Heretikes, Schismatikes, and seditious Teachers, to goe out from their spiritual Pastours and Gouernours, & to teach without their commission and approbation, to disquiet the Catholike people with multitude of wordes and sweet speaches, and finally to ouerthrow their soules.
Acts	15:28	28. To the Holy Ghost and to vs.) God & our Ladie, and the likes speaches. By this first we note, that it is not such a fault as the Heretikes would make it in the sight of the simple, or an incongruitie at al, to ioyne God and his creatures, as the principal cause and the secondarie, in one speach, & to attribute that to both, which though diuersly, yet proceedeth of both. God and you, say good people commonly: God and our Ladie, Christ and S. Iohn: We confesse to God & to Peter & Paul, as *God & his Angel, To our Lord & Gedeon, The sword of our Lord & of Gedeon, Our Lord and Moyses, Christ and his Angels, Our Lord and al Saints. ep. ad Philem. S. Paul and our Lord. VISVM EST SPIRITVI SANCTO ET NOBIS. 1. Thess. 1,6. Al these speaches being partly Scriptures, partly like vnto the Scriptures speaches, are warranted also by this Councel, which saith boldly, & hath giuen the forme thereof to al other Councels lawfully called and confirmed, to say the like: It hath pleased the Holy Ghost and vs. S. Cyprian ep. 54. nu. 2. reporting the like of a Synode held in Afrike, saith: It hath pleased vs by the suggestion of the Holy Ghost. The Holy Ghost's Assistance in al lawful. Secondly we note, that the holy Councels lawfully kept for determination or cleering of doubts, or condemning of errours & Heresies, or appeasing of Schismes & troubles, or reformation of life, and such like important matters, haue euer the assistance of Gods Spirit, & therfore can not erre in their Sentences & determinations concerning the same, because the Holy Ghost can not erre, from whom (as you see here) ioyntly with the Councel the resolution proceedeth. Councels, to the worlds end, and that by Christs promise. Thirdly we learne, that in the Holy Councels specially (though otherwise & in other Tribunals of the Church it be also verified) Christes promise is fulfilled, **that the Holy Ghost should suggest them and teach them al truth, & that not in the Apostles time only, but to the worldes end. For so long shal Councels, the Church, & her Pastours haue this priuilege of Gods assistance, as there be either doubts to resolue, or Heretikes to condemne, or truths to be opened, or euil men to be reformed, or Schismes to be appeased. S. Gregories reuerence of General Councels. For which cause S. Gregorie li. 1. ep. 24. sub fin. reuerenceth the foure general Councels (Nicen. Constantinop. Ephes. Chalced.) as the foure books of the holy Ghospel, alluding to the number: and of the fifth also he saith that he doth reuerence it alike: and so would he haue done moe, if they had been before his time, who saith of them thus: Whiles they are concluded and made by vniuersal consent, himself doth he destroy, and not them, whosoeuer presumeth either to loose whom they bind, or to bind whom they loose. The Protestants fond distinction between the 4. first & the later Councels. S. Gregorie therfore reuerencing al fiue alike, it may be marueled whence the Heretikes haue their fond difference betwixt those foure first and other later: attributing much to them, and nothing to the rest. Whereas indeed the later can erre no more then the first foure, being holden & approued as they were, and hauing the Holy Ghost as they had. But in those first also when a man findeth any thing against their Heresies (as there be diuers things) then they say plainly that they also may erre, and that the Holy Ghost is not tied to mens voices, nor to the number of sentences. Which is directly to reproue this first Councel also of the Apostles, and Christes promise of the Holy Ghosts assistance to teach al truth. Beza's blasphemie against the first general Councels. Yea that you may know and abhorre these Heretikes throughly, heare ye what a principal Sect-Maister with his blasphemous mouth or penne vttereth, saying, that ***in the very best times such was partly the ambition of Bishops, partly their foolishnes and ignorance, that the very blind may easily perceiue, Satan verily to haue been president of their assemblies. Good Lord deliuer the people and the world from such blasphemous tongues and bookes, and giue men grace to attend to the holy Scriptures and Doctours, that they may see how much, not only S. Augustine and other Fathers attribute to al general Councels specially, to which they referre themselues in al doubts among themselues and in al their controuersies with Heretikes: but to which euen S. Paul himself (so specially taught by God) and others also yealded themselues. What the Fathers attribute to Councels, & namely S. Augustine. Notorious is the saying of S. Augustine concerning S. Cyprian, who being a Blessed Catholike Bishop and Martyr, yet erred about the rebaptizing of such as were Christned by Heretikes. If he had liued (saith S. Augustine li. 2. de bapt. c. 4.) to haue seen the determination of a plenarie Councel, which he saw not in his life time, he would for his great humilitie and charitie straight way haue yealded, and preferred the general Councel before his owne iudgement and his fellow Bishops in a Prouincial Councel only. Prouincial Councels. Whereby also we learne, that Prouincial Councels may erre, though many times they doe not, and being conformable to the general Councels, or confirmed and allowed by them or the See Apostolike, their solutions be infallible as the others are. Notwithstanding the Holy Ghosts assistance, yet humane meanes must be vsed to search the truth. If any here aske, what need so much disputing, study, and trauail in Councels to find out and determine the truth, if the Holy Ghost infallibly guide them? We answer that such is the ordinarie prouidence of God in this case, to assist them when they doe their endeauour, and vse al humane meanes of industrie, and not els. And so (though somwhat otherwise) God assisted the Euangelistes & other Writers of the holy Scriptures, that they could not erre in penning the same; but yet they did and ought to vse al possible humane diligence to know and learne out of the histories and truth of matters, as is plaine in the beginning of S. Lukes Ghospel: els the Holy Ghost would not haue assisted them. Euen so in this Councel of the Apostles, though they had the Holy Ghost Assistant, yet the text saith, cum magna conquisitio fieret, when there was great disputation, search and examination of the case, then Peter spake &c. Though the See Apostolike it self haue the same assistance, yet Councels also necessarie for many causes. If againe it be demanded, what need is there to expect the Councels determination, if the Popes or See Apostolikes iudgement be infallible and haue the assistance of God also, as the Catholikes affirme? We answer, that for the Catholike and peaceable obedient children of the Church it is a comfort to haue such various meanes of determination, trial, and declaration of the truth; and that it is necessarie for the recouery of Heretikes, and for the contentation of the weake, who not alwaies giue ouer to one mans determination, yet wil either yeald to the iudgement of al the learned men & Bishops of al Nations, or els remaine desperate and condemned before God and man for euer. And as I said before, this assistance of the Holy Ghost promised to Peters See, presupposeth humane meanes of searching out the truth, which the Pope alwaies hath vsed, & wil, & must vse in matters of great importance, by calling Councels; euen as here you see SS. Peter & Paul themselues and al the Apostles, though endowed with the Holy Ghost, yet thought it notwithstanding necessarie for further trial & cleering of truth and maintenance of vnitie, to keepe a Councel. Heretical or Schismatical assemblies. Lastly it is to be noted, that as Christ and the Holy Ghost be present by his promise, to al such assemblies as gather in the obedience & vnitie of the Church, with ful mind to obey whatsoeuer shal be determined, whereby the assembled though of diuers iudgements before, doe most peaceable yeald to truth, and agree in one vniforme determination of the same: so al such as gather out of the Church, without humilitie or intention to yeald one to another, or to any Superiour, man or Councel, or what els soeuer, but chalenge to themselues learning, spirit, & we can not tel what; such, how many meetings soeuer they make, being destitute of the Holy Ghost the Authour of truth and concord, are further off & further out, then euer before: as God hath shewed by the successe of al Heretical Colloquies, Synodes, and Assemblies in Germanie, France, Poole, and other places in our daies. Read a notable place in Saint Cyprian, that the promise of Christ, that he would be in the middes of two or three gathered in his name, pertaineth not to them that assemble out of the Church. *Gen. 48,15. 16. Iud. 7,18. 20. Exod. 14,31. 1. Tim. 5,21. **Iohn 16,13. ***Beza in præf. Test. No. an. 1565. Luke 1,2. de vnit. Ec. nu. 7.
Acts	15:31	31. Reioyced vpon the consolation.) Al good Christians rest vpon the determination of a general Councel. Straight vpon the intelligence of the Councels determination, not only the Gentils, but euen the Maisters of the former troubles and dissension, were at rest; & al tooke great comfort that the controuersie was so ended. And so should al Christian men doe, when they see the Sectes of our time condemned by the like authoritie and most graue iudgement of the holy Councel of Trent. Against which the Heretikes of our time make the like friuolous exceptions and false cauillations, as did the old Heretikes heretofore against those Councels that specially condemned their errours. Al Heretikes make exception against the Councels that condemne them. The Pope and Bishops (say they) are a partie, and they ought not to be our iudges: they are partial and come with preiudicate mindes to condemne vs; and we accuse them al of Idolatrie and other crimes, and we wil be tried by Gods word only, and we wil expound it according to another rule, that is to say, as we list. So say they against this Councel, and the like said the Arians against the first Nicene Councel, and al such like against those Councels namely that condemned their heresies. And so say al theeues against their correctours and punishers, & would both say and doe more against temporal tribunals, Iudges, Iustices, and Iuries, if they had as much license and libertie in those matters, as men haue now in religion.
Acts	15:39	39. Dissention.) Such occasions of differences fal out euen among the perfect men often, without any great offence. And this their departing fel out to the great increase of Christians. And therfore it is very ridiculously applied to excuse the disagreeing of the Heretikes among themselues in the principal pointes of religion, namely the Sacrament.
Acts	16:4	Here again they take order that the decrees and articles of faith agreed vpon in the Councel of Ierusalem, should be executed & obserued. Whereby we see both the great authoritie of Councels, & the diligence that al Prelates ought to haue to see the Decrees & Canons of the Councels put in execution.
Acts	16:6	This people had not the Ghospel denied vnto them altogether, but for a time: because (as Venerable Bede thinketh) God foresaw they would not beleeue, & so should haue been more grieuously damned.
Acts	16:12	Colonia, is such a citie where the most inhabitants are strangers, sent thither from other great cities & States, namely from the Romanes.
Acts	16:17	Either the Deuil was compelled by the vertue of Paul's presence to say truth, or els (as such doe oftentimes) he spake truth now, that they might the more trust him, and he better beguile them at other times.
Acts	16:31	It is no other faith that saueth but that which worketh by Charitie. Aug. Enchirid. c. 67.
Acts	16:33	Happie Gailers that doe mercie toward their godly prisonners, and receiue againe by them such spiritual benefites.
Acts	17:11	11. Searching the Scriptures.) The people may not iudge of the sense of Scriptures. The Heretikes vse this place to proue that the hearers must trie & iudge by the Scriptures, whether their Teachers & Preachers doctrine be true; & so reiect that they find not in Scriptures: As though here the sheep were made iudges of their Pastours, the people of the Priests, & men and women of al sortes, euen of S. Paules doctrine it self: Which were the most foolish disorder in the world. The comfort of Christian men by hearing or reading the Scriptures. And they did not therfore read the Scriptures of the old Testament (for none of the new were yet extant commonly) to dispute with the Apostle, or to trie and iudge of his doctrine, or whether they should beleeue him or no: for they were bound to beleeue him and obey his word, whether he alleaged Scripture or no, and whether they could read or vnderstand the Scriptures or no: but it was a great comfort and confirmation for the Iewes that had the Scriptures, to find euen as S. Paul said, that Christ was God, crucified, risen, and ascended to Heauen; which by his preaching and expounding they vnderstood, and neuer before, though they read them, and heard them read euery Sabboth: As it is a great comfort to a Catholike man, to heare the Scriptures declared & alleaged most euidently for the Churches truth against Heretikes, in Sermons or otherwise. And it doth the Catholikes good & much confirmeth them, to view diligently the places alleaged by the Catholike Preachers. Yet they must not be iudges for al that, ouer their owne Pastours, whom Christ commandeth them to heare and obey, and by whom they heare the true sense of Scriptures.
Acts	17:22	22. Superstitious.) The Protestants cal deuotion, superstition. The Apostle speaketh of the Heathens superstition. S. Paul calleth not them superstitious for adoring the true and only God with much deuotion or many ceremonies or in comely prescribed order, or for doing due reuerence to holy Sacraments, to Saints and their memories, Images, or Monuments: or for keeping the prescribed lawes, daies, & fastes of the Church, or for fulfilling vowes made to God, or for blessing with the signe of the Crosse, or for capping and kneeling at the name of IESVS, or for religiously vsing creatures sanctified in the same name, or any other Christian obseruation, for which our new Maisters condemne the Catholike people of Superstition (themselues wholy void of that vice by al wise mens iudgement, because they haue in manner taken away al religion, and are become Epicureans and Atheists; who are neuer troubled with superstition, because it is a vice consisting in excesse of worship or religion, whereof they are void) but the Apostle calleth them superstitious for worshipping the Idols and gods of the Heathen, and *for the feare that they had, lest they should leaue out any God that was vnknowen to them: for thus their Altar was inscribed: Dijs Asiæ, Europæ, & Lbiæ; Deo ignoro & peregrino: that is, To the gods of Asia, Europe and Libia; to the vnknowen & strange God. The Catholike Church allowed no superstition. This superstition (saith S. Augustine) is wholy taken away from the Church by Christs incarnation, and by the Apostles preaching, and by Martyrs holy life and death. Neither doth the Catholike Church allow this or any other kind of superstitious obseruation. Only we must take heed that we beleeue not her Aduersaries definition of superstition, for they would imply therein al true religion. *δεισιδαιμονεστέρους **Aug. de. cons. Euang. li. 1. c. 26.
